1. Ano,2. Nome Região (Portugal),3. Filtro 1,4. Filtro 2,5. Filtro 3,6. Escala,7. Símbolo,8. Valor
2003,Portugal,Boxe,,, pessoas,,375
2003,Portugal,Bridge,,, pessoas,,1055
2003,Portugal,Budo,,, pessoas,,420
2003,Portugal,Campismo e Montanhismo,,, pessoas,,1426
2003,Portugal,Canoagem,,, pessoas,,1863
2003,Portugal,Ciclismo,,, pessoas,,4294
2003,Portugal,Columbofilia,,, pessoas,,18105
2003,Portugal,Corfebol,,, pessoas,,222
2003,Portugal,Damas,,, pessoas,,426
2003,Portugal,Dança Desportiva,,, pessoas,,1290
2003,Portugal,Desporto para pessoas com deficiência,,, pessoas,,2768
2003,Portugal,Desporto Universitário,,, pessoas,,3380
2003,Portugal,Desportos de inverno,,, pessoas,,164
2003,Portugal,Equestre,,, pessoas,,2420
2003,Portugal,Escalada de Competição,,, pessoas,-,
2003,Portugal,Esgrima,,, pessoas,,858
2003,Portugal,Futebol,,, pessoas,,128471
2003,Portugal,Futebol de Salão,,, pessoas,-,
2003,Portugal,Ginástica,,, pessoas,,6422
2003,Portugal,Golfe,,, pessoas,,14271
2003,Portugal,Halterofilismo,,, pessoas,-,
2003,Portugal,Hóquei,,, pessoas,,754
2003,Portugal,Hovercraft,,, pessoas,-,
2003,Portugal,Jet Ski,,, pessoas,,589
2003,Portugal,Ju-Jitsu e Disciplinas Associadas,,, pessoas,x,
2003,Portugal,Judo,,, pessoas,x,
2003,Portugal,Karate,,, pessoas,,9178
2003,Portugal,Kickboxing,,, pessoas,,2354
2003,Portugal,Lohan Tao Kempo,,, pessoas,-,
2003,Portugal,Lutas Amadoras,,, pessoas,,1585
2003,Portugal,Minigolfe,,, pessoas,,213
2003,Portugal,Motociclismo,,, pessoas,,1363
2003,Portugal,Motonáutica,,, pessoas,,288
2003,Portugal,Natação,,, pessoas,,7138
2003,Portugal,Orientação,,, pessoas,,1914
2003,Portugal,Padel,,, pessoas,-,
2003,Portugal,Paraquedismo,,, pessoas,,1006
2003,Portugal,Patinagem,,, pessoas,,10593
2003,Portugal,Pentatlo Moderno,,, pessoas,,309
2003,Portugal,Pesca Desportiva,,, pessoas,,4132
2003,Portugal,Pesca Desportiva do Alto Mar,,, pessoas,,289
2003,Portugal,Petanca,,, pessoas,,1158
2003,Portugal,Remo,,, pessoas,,1326
2003,Portugal,Rugby,,, pessoas,,3919
2003,Portugal,Ski Náutico,,, pessoas,,97
2003,Portugal,Squash,,, pessoas,-,
2003,Portugal,Surf,,, pessoas,,1363
2003,Portugal,Taekwondo,,, pessoas,,2748
2003,Portugal,Ténis,,, pessoas,,12368
2003,Portugal,Ténis de Mesa,,, pessoas,,4470
2003,Portugal,Tiro,,, pessoas,,4100
2003,Portugal,Tiro com Arco,,, pessoas,,282
2003,Portugal,Tiro com Armas de Caça,,, pessoas,,4133
2003,Portugal,Total,,, pessoas,,376465
2003,Portugal,Trampolins e Desp. Acrobáticos,,, pessoas,,2653
2003,Portugal,Triatlo,,, pessoas,,875
2003,Portugal,Vela,,, pessoas,,2917
2003,Portugal,Voleibol,,, pessoas,,16408
2003,Portugal,Voo Livre,,, pessoas,,809
2003,Portugal,Xadrez,,, pessoas,,4449
2004,Portugal,Aeromodelismo,,, pessoas,,988
2004,Portugal,Aeronáutica,,, pessoas,,68
2004,Portugal,Aikido,,, pessoas,,881
2004,Portugal,Andebol,,, pessoas,,30994
2004,Portugal,Arqueiros e Besteiros,,, pessoas,,129
2004,Portugal,Artes Marciais Chinesas,,, pessoas,,143
2004,Portugal,Atividades Subaquáticas,,, pessoas,,2444
2004,Portugal,Atletismo,,, pessoas,,12289
2004,Portugal,Automobilismo,,, pessoas,,3313
2004,Portugal,Badminton,,, pessoas,,842
2004,Portugal,Basebol e Softbol,,, pessoas,-,
2004,Portugal,Basquetebol,,, pessoas,,17269
2004,Portugal,Bilhar,,, pessoas,,1455
2004,Portugal,Boxe,,, pessoas,,358
2004,Portugal,Bridge,,, pessoas,,1077
2004,Portugal,Budo,,, pessoas,-,
2004,Portugal,Campismo e Montanhismo,,, pessoas,,1593
2004,Portugal,Canoagem,,, pessoas,,1885
2004,Portugal,Ciclismo,,, pessoas,,4462
2004,Portugal,Columbofilia,,, pessoas,,17617
2004,Portugal,Corfebol,,, pessoas,,203
2004,Portugal,Damas,,, pessoas,,309
2004,Portugal,Dança Desportiva,,, pessoas,,723
2004,Portugal,Desporto para pessoas com deficiência,,, pessoas,,2233
2004,Portugal,Desporto Universitário,,, pessoas,,3379
2004,Portugal,Desportos de inverno,,, pessoas,-,
2004,Portugal,Equestre,,, pessoas,,3483
2004,Portugal,Escalada de Competição,,, pessoas,-,
2004,Portugal,Esgrima,,, pessoas,,914
2004,Portugal,Futebol,,, pessoas,,133511
2004,Portugal,Futebol de Salão,,, pessoas,-,
2004,Portugal,Ginástica,,, pessoas,,14584
2004,Portugal,Golfe,,, pessoas,,15711
2004,Portugal,Halterofilismo,,, pessoas,-,
2004,Portugal,Hóquei,,, pessoas,,697
2004,Portugal,Hovercraft,,, pessoas,-,
2004,Portugal,Jet Ski,,, pessoas,,614
2004,Portugal,Ju-Jitsu e Disciplinas Associadas,,, pessoas,x,
2004,Portugal,Judo,,, pessoas,x,
2004,Portugal,Karate,,, pessoas,,14212
2004,Portugal,Kickboxing,,, pessoas,,2455
2004,Portugal,Lohan Tao Kempo,,, pessoas,-,
2004,Portugal,Lutas Amadoras,,, pessoas,,1322
2004,Portugal,Minigolfe,,, pessoas,,247
2004,Portugal,Motociclismo,,, pessoas,,1084
2004,Portugal,Motonáutica,,, pessoas,,278
2004,Portugal,Natação,,, pessoas,,6880
2004,Portugal,Orientação,,, pessoas,,2024
2004,Portugal,Padel,,, pessoas,-,
2004,Portugal,Paraquedismo,,, pessoas,,743
2004,Portugal,Patinagem,,, pessoas,,10356
2004,Portugal,Pentatlo Moderno,,, pessoas,,234
2004,Portugal,Pesca Desportiva,,, pessoas,,3923
2004,Portugal,Pesca Desportiva do Alto Mar,,, pessoas,,280
2004,Portugal,Petanca,,, pessoas,,1163
2004,Portugal,Remo,,, pessoas,,1283
2004,Portugal,Rugby,,, pessoas,,3820
2004,Portugal,Ski Náutico,,, pessoas,,302
2004,Portugal,Squash,,, pessoas,-,
2004,Portugal,Surf,,, pessoas,,1414
2004,Portugal,Taekwondo,,, pessoas,,2778
2004,Portugal,Ténis,,, pessoas,,11536
2004,Portugal,Ténis de Mesa,,, pessoas,,4320
2004,Portugal,Tiro,,, pessoas,,3890
2004,Portugal,Tiro com Arco,,, pessoas,,273
2004,Portugal,Tiro com Armas de Caça,,, pessoas,,6301
2004,Portugal,Total,,, pessoas,,401890
2004,Portugal,Trampolins e Desp. Acrobáticos,,, pessoas,,2729
2004,Portugal,Triatlo,,, pessoas,,597
2004,Portugal,Vela,,, pessoas,,2972
2004,Portugal,Voleibol,,, pessoas,,27003
2004,Portugal,Voo Livre,,, pessoas,,805
2004,Portugal,Xadrez,,, pessoas,,3959
2005,Portugal,Aeromodelismo,,, pessoas,,1190
2005,Portugal,Aeronáutica,,, pessoas,,66
2005,Portugal,Aikido,,, pessoas,,847
2005,Portugal,Andebol,,, pessoas,,30760
2005,Portugal,Arqueiros e Besteiros,,, pessoas,,156
2005,Portugal,Artes Marciais Chinesas,,, pessoas,-,
2005,Portugal,Atividades Subaquáticas,,, pessoas,,2186
2005,Portugal,Atletismo,,, pessoas,,10760
2005,Portugal,Automobilismo,,, pessoas,,3100
2005,Portugal,Badminton,,, pessoas,,916
2005,Portugal,Basebol e Softbol,,, pessoas,,859
2005,Portugal,Basquetebol,,, pessoas,,17694
2005,Portugal,Bilhar,,, pessoas,,880
2005,Portugal,Boxe,,, pessoas,,373
2005,Portugal,Bridge,,, pessoas,,812
2005,Portugal,Budo,,, pessoas,-,
2005,Portugal,Campismo e Montanhismo,,, pessoas,,49676
2005,Portugal,Canoagem,,, pessoas,,1913
2005,Portugal,Ciclismo,,, pessoas,,4210
2005,Portugal,Columbofilia,,, pessoas,,17777
2005,Portugal,Corfebol,,, pessoas,,230
2005,Portugal,Damas,,, pessoas,,415
2005,Portugal,Dança Desportiva,,, pessoas,,966
2005,Portugal,Desporto para pessoas com deficiência,,, pessoas,,2911
2005,Portugal,Desporto Universitário,,, pessoas,,3260
2005,Portugal,Desportos de inverno,,, pessoas,,183
2005,Portugal,Equestre,,, pessoas,,3875
2005,Portugal,Escalada de Competição,,, pessoas,-,
2005,Portugal,Esgrima,,, pessoas,,1046
2005,Portugal,Futebol,,, pessoas,,131835
2005,Portugal,Futebol de Salão,,, pessoas,-,
2005,Portugal,Ginástica,,, pessoas,,13456
2005,Portugal,Golfe,,, pessoas,,15852
2005,Portugal,Halterofilismo,,, pessoas,-,
2005,Portugal,Hóquei,,, pessoas,,1052
2005,Portugal,Hovercraft,,, pessoas,-,
2005,Portugal,Jet Ski,,, pessoas,,614
2005,Portugal,Ju-Jitsu e Disciplinas Associadas,,, pessoas,x,
2005,Portugal,Judo,,, pessoas,x,
2005,Portugal,Karate,,, pessoas,,14070
2005,Portugal,Kickboxing,,, pessoas,,2502
2005,Portugal,Lohan Tao Kempo,,, pessoas,-,
2005,Portugal,Lutas Amadoras,,, pessoas,,1179
2005,Portugal,Minigolfe,,, pessoas,,308
2005,Portugal,Motociclismo,,, pessoas,,1031
2005,Portugal,Motonáutica,,, pessoas,,48
2005,Portugal,Natação,,, pessoas,,7284
2005,Portugal,Orientação,,, pessoas,,2018
2005,Portugal,Padel,,, pessoas,-,
2005,Portugal,Paraquedismo,,, pessoas,,885
2005,Portugal,Patinagem,,, pessoas,,9976
2005,Portugal,Pentatlo Moderno,,, pessoas,,206
2005,Portugal,Pesca Desportiva,,, pessoas,,3757
2005,Portugal,Pesca Desportiva do Alto Mar,,, pessoas,,251
2005,Portugal,Petanca,,, pessoas,,1151
2005,Portugal,Remo,,, pessoas,,1273
2005,Portugal,Rugby,,, pessoas,,2543
2005,Portugal,Ski Náutico,,, pessoas,-,
2005,Portugal,Squash,,, pessoas,-,
2005,Portugal,Surf,,, pessoas,,1586
2005,Portugal,Taekwondo,,, pessoas,,2507
2005,Portugal,Ténis,,, pessoas,,14175
2005,Portugal,Ténis de Mesa,,, pessoas,,3975
2005,Portugal,Tiro,,, pessoas,,5057
2005,Portugal,Tiro com Arco,,, pessoas,,278
2005,Portugal,Tiro com Armas de Caça,,, pessoas,,8332
2005,Portugal,Total,,, pessoas,,454651
2005,Portugal,Trampolins e Desp. Acrobáticos,,, pessoas,,2861
2005,Portugal,Triatlo,,, pessoas,,678
2005,Portugal,Vela,,, pessoas,,2664
2005,Portugal,Voleibol,,, pessoas,,27740
2005,Portugal,Voo Livre,,, pessoas,,700
2005,Portugal,Xadrez,,, pessoas,,4158
2006,Portugal,Aeromodelismo,,, pessoas,,1228
2006,Portugal,Aeronáutica,,, pessoas,,62
2006,Portugal,Aikido,,, pessoas,,1013
2006,Portugal,Andebol,,, pessoas,,30524
2006,Portugal,Arqueiros e Besteiros,,, pessoas,,191
2006,Portugal,Artes Marciais Chinesas,,, pessoas,-,
2006,Portugal,Atividades Subaquáticas,,, pessoas,,2218
2006,Portugal,Atletismo,,, pessoas,,11468
2006,Portugal,Automobilismo,,, pessoas,,2689
2006,Portugal,Badminton,,, pessoas,,1023
2006,Portugal,Basebol e Softbol,,, pessoas,-,
2006,Portugal,Basquetebol,,, pessoas,,18690
2006,Portugal,Bilhar,,, pessoas,,1499
2006,Portugal,Boxe,,, pessoas,,405
2006,Portugal,Bridge,,, pessoas,,827
2006,Portugal,Budo,,, pessoas,-,
2006,Portugal,Campismo e Montanhismo,,, pessoas,,45317
2006,Portugal,Canoagem,,, pessoas,,1976
2006,Portugal,Ciclismo,,, pessoas,,4566
2006,Portugal,Columbofilia,,, pessoas,,15293
2006,Portugal,Corfebol,,, pessoas,,379
2006,Portugal,Damas,,, pessoas,,490
2006,Portugal,Dança Desportiva,,, pessoas,,1384
2006,Portugal,Desporto para pessoas com deficiência,,, pessoas,,2779
2006,Portugal,Desporto Universitário,,, pessoas,,4753
2006,Portugal,Desportos de inverno,,, pessoas,,183
2006,Portugal,Equestre,,, pessoas,,4211
2006,Portugal,Escalada de Competição,,, pessoas,-,
2006,Portugal,Esgrima,,, pessoas,,431
2006,Portugal,Futebol,,, pessoas,,133360
2006,Portugal,Futebol de Salão,,, pessoas,-,
2006,Portugal,Ginástica,,, pessoas,,9473
2006,Portugal,Golfe,,, pessoas,,13668
2006,Portugal,Halterofilismo,,, pessoas,-,
2006,Portugal,Hóquei,,, pessoas,,1282
2006,Portugal,Hovercraft,,, pessoas,-,
2006,Portugal,Jet Ski,,, pessoas,,654
2006,Portugal,Ju-Jitsu e Disciplinas Associadas,,, pessoas,x,
2006,Portugal,Judo,,, pessoas,x,
2006,Portugal,Karate,,, pessoas,,13886
2006,Portugal,Kickboxing,,, pessoas,,2674
2006,Portugal,Lohan Tao Kempo,,, pessoas,-,
2006,Portugal,Lutas Amadoras,,, pessoas,,1198
2006,Portugal,Minigolfe,,, pessoas,,351
2006,Portugal,Motociclismo,,, pessoas,,995
2006,Portugal,Motonáutica,,, pessoas,,168
2006,Portugal,Natação,,, pessoas,,7938
2006,Portugal,Orientação,,, pessoas,,2243
2006,Portugal,Padel,,, pessoas,-,
2006,Portugal,Paraquedismo,,, pessoas,,588
2006,Portugal,Patinagem,,, pessoas,,9812
2006,Portugal,Pentatlo Moderno,,, pessoas,,210
2006,Portugal,Pesca Desportiva,,, pessoas,,3672
2006,Portugal,Pesca Desportiva do Alto Mar,,, pessoas,,278
2006,Portugal,Petanca,,, pessoas,,1187
2006,Portugal,Remo,,, pessoas,,1385
2006,Portugal,Rugby,,, pessoas,,2745
2006,Portugal,Ski Náutico,,, pessoas,-,
2006,Portugal,Squash,,, pessoas,-,
2006,Portugal,Surf,,, pessoas,,1825
2006,Portugal,Taekwondo,,, pessoas,,2831
2006,Portugal,Ténis,,, pessoas,,13955
2006,Portugal,Ténis de Mesa,,, pessoas,,4143
2006,Portugal,Tiro,,, pessoas,,4744
2006,Portugal,Tiro com Arco,,, pessoas,,278
2006,Portugal,Tiro com Armas de Caça,,, pessoas,,9067
2006,Portugal,Total,,, pessoas,,449006
2006,Portugal,Trampolins e Desp. Acrobáticos,,, pessoas,,2667
2006,Portugal,Triatlo,,, pessoas,,713
2006,Portugal,Vela,,, pessoas,,2636
2006,Portugal,Voleibol,,, pessoas,,29135
2006,Portugal,Voo Livre,,, pessoas,,697
2006,Portugal,Xadrez,,, pessoas,,3568
2007,Portugal,Aeromodelismo,,, pessoas,,1241
2007,Portugal,Aeronáutica,,, pessoas,,223
2007,Portugal,Aikido,,, pessoas,,871
2007,Portugal,Andebol,,, pessoas,,32257
2007,Portugal,Arqueiros e Besteiros,,, pessoas,,150
2007,Portugal,Artes Marciais Chinesas,,, pessoas,-,
2007,Portugal,Atividades Subaquáticas,,, pessoas,,1994
2007,Portugal,Atletismo,,, pessoas,,11954
2007,Portugal,Automobilismo,,, pessoas,,2692
2007,Portugal,Badminton,,, pessoas,,1129
2007,Portugal,Basebol e Softbol,,, pessoas,-,
2007,Portugal,Basquetebol,,, pessoas,,34026
2007,Portugal,Bilhar,,, pessoas,,2189
2007,Portugal,Boxe,,, pessoas,,368
2007,Portugal,Bridge,,, pessoas,,787
2007,Portugal,Budo,,, pessoas,-,
2007,Portugal,Campismo e Montanhismo,,, pessoas,,41179
2007,Portugal,Canoagem,,, pessoas,,2050
2007,Portugal,Ciclismo,,, pessoas,,5263
2007,Portugal,Columbofilia,,, pessoas,,14602
2007,Portugal,Corfebol,,, pessoas,,307
2007,Portugal,Damas,,, pessoas,,630
2007,Portugal,Dança Desportiva,,, pessoas,,1549
2007,Portugal,Desporto para pessoas com deficiência,,, pessoas,,2772
2007,Portugal,Desporto Universitário,,, pessoas,,5970
2007,Portugal,Desportos de inverno,,, pessoas,,231
2007,Portugal,Equestre,,, pessoas,,4613
2007,Portugal,Escalada de Competição,,, pessoas,-,
2007,Portugal,Esgrima,,, pessoas,,450
2007,Portugal,Futebol,,, pessoas,,136387
2007,Portugal,Futebol de Salão,,, pessoas,-,
2007,Portugal,Ginástica,,, pessoas,,14701
2007,Portugal,Golfe,,, pessoas,,14342
2007,Portugal,Halterofilismo,,, pessoas,-,
2007,Portugal,Hóquei,,, pessoas,,1322
2007,Portugal,Hovercraft,,, pessoas,-,
2007,Portugal,Jet Ski,,, pessoas,,691
2007,Portugal,Ju-Jitsu e Disciplinas Associadas,,, pessoas,x,
2007,Portugal,Judo,,, pessoas,x,
2007,Portugal,Karate,,, pessoas,,14593
2007,Portugal,Kickboxing,,, pessoas,,2804
2007,Portugal,Lohan Tao Kempo,,, pessoas,-,
2007,Portugal,Lutas Amadoras,,, pessoas,,1250
2007,Portugal,Minigolfe,,, pessoas,,355
2007,Portugal,Motociclismo,,, pessoas,,1035
2007,Portugal,Motonáutica,,, pessoas,,397
2007,Portugal,Natação,,, pessoas,,8276
2007,Portugal,Orientação,,, pessoas,,2344
2007,Portugal,Padel,,, pessoas,-,
2007,Portugal,Paraquedismo,,, pessoas,,565
2007,Portugal,Patinagem,,, pessoas,,10368
2007,Portugal,Pentatlo Moderno,,, pessoas,,240
2007,Portugal,Pesca Desportiva,,, pessoas,,3411
2007,Portugal,Pesca Desportiva do Alto Mar,,, pessoas,,266
2007,Portugal,Petanca,,, pessoas,,1123
2007,Portugal,Remo,,, pessoas,,1443
2007,Portugal,Rugby,,, pessoas,,3410
2007,Portugal,Ski Náutico,,, pessoas,-,
2007,Portugal,Squash,,, pessoas,-,
2007,Portugal,Surf,,, pessoas,,1854
2007,Portugal,Taekwondo,,, pessoas,,3189
2007,Portugal,Ténis,,, pessoas,,16656
2007,Portugal,Ténis de Mesa,,, pessoas,,3445
2007,Portugal,Tiro,,, pessoas,,4583
2007,Portugal,Tiro com Arco,,, pessoas,,294
2007,Portugal,Tiro com Armas de Caça,,, pessoas,,4857
2007,Portugal,Total,,, pessoas,,482960
2007,Portugal,Trampolins e Desp. Acrobáticos,,, pessoas,,2989
2007,Portugal,Triatlo,,, pessoas,,846
2007,Portugal,Vela,,, pessoas,,3043
2007,Portugal,Voleibol,,, pessoas,,36244
2007,Portugal,Voo Livre,,, pessoas,,688
2007,Portugal,Xadrez,,, pessoas,,3669
2008,Portugal,Aeromodelismo,,, pessoas,,1268
2008,Portugal,Aeronáutica,,, pessoas,,186
2008,Portugal,Aikido,,, pessoas,,1024
2008,Portugal,Andebol,,, pessoas,,33902
2008,Portugal,Arqueiros e Besteiros,,, pessoas,,183
2008,Portugal,Artes Marciais Chinesas,,, pessoas,,429
2008,Portugal,Atividades Subaquáticas,,, pessoas,,1700
2008,Portugal,Atletismo,,, pessoas,,13576
2008,Portugal,Automobilismo,,, pessoas,,2508
2008,Portugal,Badminton,,, pessoas,,1301
2008,Portugal,Basebol e Softbol,,, pessoas,-,
2008,Portugal,Basquetebol,,, pessoas,,36320
2008,Portugal,Bilhar,,, pessoas,,1318
2008,Portugal,Boxe,,, pessoas,,478
2008,Portugal,Bridge,,, pessoas,,631
2008,Portugal,Budo,,, pessoas,-,
2008,Portugal,Campismo e Montanhismo,,, pessoas,,38382
2008,Portugal,Canoagem,,, pessoas,,2223
2008,Portugal,Ciclismo,,, pessoas,,6079
2008,Portugal,Columbofilia,,, pessoas,,13967
2008,Portugal,Corfebol,,, pessoas,,328
2008,Portugal,Damas,,, pessoas,,725
2008,Portugal,Dança Desportiva,,, pessoas,,1273
2008,Portugal,Desporto para pessoas com deficiência,,, pessoas,,2799
2008,Portugal,Desporto Universitário,,, pessoas,,6230
2008,Portugal,Desportos de inverno,,, pessoas,,256
2008,Portugal,Equestre,,, pessoas,,5056
2008,Portugal,Escalada de Competição,,, pessoas,-,
2008,Portugal,Esgrima,,, pessoas,,670
2008,Portugal,Futebol,,, pessoas,,141958
2008,Portugal,Futebol de Salão,,, pessoas,-,
2008,Portugal,Ginástica,,, pessoas,,5613
2008,Portugal,Golfe,,, pessoas,,14769
2008,Portugal,Halterofilismo,,, pessoas,-,
2008,Portugal,Hóquei,,, pessoas,,1506
2008,Portugal,Hovercraft,,, pessoas,-,
2008,Portugal,Jet Ski,,, pessoas,,695
2008,Portugal,Ju-Jitsu e Disciplinas Associadas,,, pessoas,x,
2008,Portugal,Judo,,, pessoas,x,
2008,Portugal,Karate,,, pessoas,,14511
2008,Portugal,Kickboxing,,, pessoas,-,
2008,Portugal,Lohan Tao Kempo,,, pessoas,-,
2008,Portugal,Lutas Amadoras,,, pessoas,,1130
2008,Portugal,Minigolfe,,, pessoas,,710
2008,Portugal,Motociclismo,,, pessoas,,1017
2008,Portugal,Motonáutica,,, pessoas,,454
2008,Portugal,Natação,,, pessoas,,9259
2008,Portugal,Orientação,,, pessoas,,2137
2008,Portugal,Padel,,, pessoas,-,
2008,Portugal,Paraquedismo,,, pessoas,,357
2008,Portugal,Patinagem,,, pessoas,,10402
2008,Portugal,Pentatlo Moderno,,, pessoas,,263
2008,Portugal,Pesca Desportiva,,, pessoas,,3528
2008,Portugal,Pesca Desportiva do Alto Mar,,, pessoas,,290
2008,Portugal,Petanca,,, pessoas,,1188
2008,Portugal,Remo,,, pessoas,,1633
2008,Portugal,Rugby,,, pessoas,,4727
2008,Portugal,Ski Náutico,,, pessoas,-,
2008,Portugal,Squash,,, pessoas,-,
2008,Portugal,Surf,,, pessoas,,1958
2008,Portugal,Taekwondo,,, pessoas,,3074
2008,Portugal,Ténis,,, pessoas,,18971
2008,Portugal,Ténis de Mesa,,, pessoas,,3142
2008,Portugal,Tiro,,, pessoas,,3774
2008,Portugal,Tiro com Arco,,, pessoas,,294
2008,Portugal,Tiro com Armas de Caça,,, pessoas,,3748
2008,Portugal,Total,,, pessoas,,489080
2008,Portugal,Trampolins e Desp. Acrobáticos,,, pessoas,,3331
2008,Portugal,Triatlo,,, pessoas,,972
2008,Portugal,Vela,,, pessoas,,2887
2008,Portugal,Voleibol,,, pessoas,,40898
2008,Portugal,Voo Livre,,, pessoas,,678
2008,Portugal,Xadrez,,, pessoas,,4081
2009,Portugal,Aeromodelismo,,, pessoas,,1295
2009,Portugal,Aeronáutica,,, pessoas,,304
2009,Portugal,Aikido,,, pessoas,,841
2009,Portugal,Andebol,,, pessoas,,37562
2009,Portugal,Arqueiros e Besteiros,,, pessoas,,196
2009,Portugal,Artes Marciais Chinesas,,, pessoas,,447
2009,Portugal,Atividades Subaquáticas,,, pessoas,,1353
2009,Portugal,Atletismo,,, pessoas,,14500
2009,Portugal,Automobilismo,,, pessoas,,2540
2009,Portugal,Badminton,,, pessoas,,1322
2009,Portugal,Basebol e Softbol,,, pessoas,-,
2009,Portugal,Basquetebol,,, pessoas,,40250
2009,Portugal,Bilhar,,, pessoas,,767
2009,Portugal,Boxe,,, pessoas,,387
2009,Portugal,Bridge,,, pessoas,,594
2009,Portugal,Budo,,, pessoas,-,
2009,Portugal,Campismo e Montanhismo,,, pessoas,,40492
2009,Portugal,Canoagem,,, pessoas,,2346
2009,Portugal,Ciclismo,,, pessoas,,7654
2009,Portugal,Columbofilia,,, pessoas,,13321
2009,Portugal,Corfebol,,, pessoas,,518
2009,Portugal,Damas,,, pessoas,,778
2009,Portugal,Dança Desportiva,,, pessoas,,1507
2009,Portugal,Desporto para pessoas com deficiência,,, pessoas,,2576
2009,Portugal,Desporto Universitário,,, pessoas,,7152
2009,Portugal,Desportos de inverno,,, pessoas,,236
2009,Portugal,Equestre,,, pessoas,,5097
2009,Portugal,Escalada de Competição,,, pessoas,-,
2009,Portugal,Esgrima,,, pessoas,,815
2009,Portugal,Futebol,,, pessoas,,144106
2009,Portugal,Futebol de Salão,,, pessoas,-,
2009,Portugal,Ginástica,,, pessoas,,6482
2009,Portugal,Golfe,,, pessoas,,14545
2009,Portugal,Halterofilismo,,, pessoas,-,
2009,Portugal,Hóquei,,, pessoas,,1576
2009,Portugal,Hovercraft,,, pessoas,-,
2009,Portugal,Jet Ski,,, pessoas,,519
2009,Portugal,Ju-Jitsu e Disciplinas Associadas,,, pessoas,x,
2009,Portugal,Judo,,, pessoas,x,
2009,Portugal,Karate,,, pessoas,,16069
2009,Portugal,Kickboxing,,, pessoas,-,
2009,Portugal,Lohan Tao Kempo,,, pessoas,-,
2009,Portugal,Lutas Amadoras,,, pessoas,,1281
2009,Portugal,Minigolfe,,, pessoas,,797
2009,Portugal,Motociclismo,,, pessoas,,998
2009,Portugal,Motonáutica,,, pessoas,,320
2009,Portugal,Natação,,, pessoas,,10127
2009,Portugal,Orientação,,, pessoas,,2346
2009,Portugal,Padel,,, pessoas,-,
2009,Portugal,Paraquedismo,,, pessoas,,454
2009,Portugal,Patinagem,,, pessoas,,10765
2009,Portugal,Pentatlo Moderno,,, pessoas,,597
2009,Portugal,Pesca Desportiva,,, pessoas,,3362
2009,Portugal,Pesca Desportiva do Alto Mar,,, pessoas,,272
2009,Portugal,Petanca,,, pessoas,,1140
2009,Portugal,Remo,,, pessoas,,1666
2009,Portugal,Rugby,,, pessoas,,4879
2009,Portugal,Ski Náutico,,, pessoas,-,
2009,Portugal,Squash,,, pessoas,-,
2009,Portugal,Surf,,, pessoas,,1971
2009,Portugal,Taekwondo,,, pessoas,,3310
2009,Portugal,Ténis,,, pessoas,,25550
2009,Portugal,Ténis de Mesa,,, pessoas,,3205
2009,Portugal,Tiro,,, pessoas,,3833
2009,Portugal,Tiro com Arco,,, pessoas,,280
2009,Portugal,Tiro com Armas de Caça,,, pessoas,,3520
2009,Portugal,Total,,, pessoas,,512959
2009,Portugal,Trampolins e Desp. Acrobáticos,,, pessoas,,3706
2009,Portugal,Triatlo,,, pessoas,,1180
2009,Portugal,Vela,,, pessoas,,2868
2009,Portugal,Voleibol,,, pessoas,,40090
2009,Portugal,Voo Livre,,, pessoas,,692
2009,Portugal,Xadrez,,, pessoas,,3934
2010,Portugal,Aeromodelismo,,, pessoas,,904
2010,Portugal,Aeronáutica,,, pessoas,,174
2010,Portugal,Aikido,,, pessoas,,1216
2010,Portugal,Andebol,,, pessoas,,39708
2010,Portugal,Arqueiros e Besteiros,,, pessoas,-,
2010,Portugal,Artes Marciais Chinesas,,, pessoas,,631
2010,Portugal,Atividades Subaquáticas,,, pessoas,,1272
2010,Portugal,Atletismo,,, pessoas,,14998
2010,Portugal,Automobilismo,,, pessoas,,2972
2010,Portugal,Badminton,,, pessoas,,1401
2010,Portugal,Basebol e Softbol,,, pessoas,-,
2010,Portugal,Basquetebol,,, pessoas,,41830
2010,Portugal,Bilhar,,, pessoas,,2119
2010,Portugal,Boxe,,, pessoas,-,
2010,Portugal,Bridge,,, pessoas,,595
2010,Portugal,Budo,,, pessoas,-,
2010,Portugal,Campismo e Montanhismo,,, pessoas,,37727
2010,Portugal,Canoagem,,, pessoas,,2270
2010,Portugal,Ciclismo,,, pessoas,,8087
2010,Portugal,Columbofilia,,, pessoas,,11715
2010,Portugal,Corfebol,,, pessoas,,537
2010,Portugal,Damas,,, pessoas,,794
2010,Portugal,Dança Desportiva,,, pessoas,,1226
2010,Portugal,Desporto para pessoas com deficiência,,, pessoas,,2665
2010,Portugal,Desporto Universitário,,, pessoas,,7007
2010,Portugal,Desportos de inverno,,, pessoas,,118
2010,Portugal,Equestre,,, pessoas,,5277
2010,Portugal,Escalada de Competição,,, pessoas,-,
2010,Portugal,Esgrima,,, pessoas,,832
2010,Portugal,Futebol,,, pessoas,,148106
2010,Portugal,Futebol de Salão,,, pessoas,-,
2010,Portugal,Ginástica,,, pessoas,,8047
2010,Portugal,Golfe,,, pessoas,,14656
2010,Portugal,Halterofilismo,,, pessoas,-,
2010,Portugal,Hóquei,,, pessoas,,1581
2010,Portugal,Hovercraft,,, pessoas,-,
